,item_name,First_Part,Type
1159,Bizy Tablets O - Strip of 10 Tablets,BIZYTABLETSO,STRIPOF10TABLETS
1160,Bizytab Forte - Strip of 10 Capsules,BIZYTABFORTE,STRIPOF10CAPSULES
1161,Bjoy 20 - Strip of 10 Tablets,BJOY20,STRIPOF10TABLETS
1162,B-Joy LSR - Strip of 10 Capsules,BJOYLSR,STRIPOF10CAPSULES
1163,B-Joy Plus - Strip of 10 Capsules,BJOYPLUS,STRIPOF10CAPSULES
1164,BL 24 - Strip of 10 Tablets,BL24,STRIPOF10TABLETS
1165,BLACKCROWN FORTE - Bottle of 60 ml Solution,BLACKCROWNFORTE,BOTTLEOF60MLSOLUTION
1166,Bladmir 50 - Strip of 10 Tablets,BLADMIR50,STRIPOF10TABLETS
1167,Bladmir S 50 - Strip of 1 Combikit Tablets,BLADMIRS50,STRIPOF1COMBIKITTABLETS
1168,Bladmir-25 - Strip of 10 Tablets,BLADMIR25,STRIPOF10TABLETS
1169,Bladmir-S 25MG Combikit - Pack of 1 Tablet,BLADMIRS25MGCOMBIKIT,PACKOF1TABLET
1170,Bladmir-S 50 - Strip of 10 Tablets,BLADMIRS50,STRIPOF10TABLETS
1171,Bladospas - Strip of 10 Tablets,BLADOSPAS,STRIPOF10TABLETS
1172,B-Last - Strip of 10 Tablets,BLAST,STRIPOF10TABLETS
1173,Blastofix - Strip of 10 Tablets,BLASTOFIX,STRIPOF10TABLETS
1174,Bld - Strip of 10 Tablets,BLD,STRIPOF10TABLETS
1175,Bleminor -Tube of 30 Ml Cream,BLEMINOR,TUBEOF30MLCREAM
1176,BLEOCIP 15mg - Vial of 1 Injection,BLEOCIP15MG,VIALOF1INJECTION
1177,Blieu Softgel - Strip of 10 Capsules,BLIEUSOFTGEL,STRIPOF10CAPSULES
1178,Blise - Tube of 100 G Face Wash Gel,BLISE,TUBEOF100GFACEWASHGEL
1179,Bliss - Tube of 50g Cream,BLISS,TUBEOF50GCREAM
1180,Blissvita Suspension 200 ml,BLISSVITASUSPENSION200ML,
1181,Blisto - 2 - Strip of 10 Tablets,BLISTO2,STRIPOF10TABLETS
1182,Blisto - 4 - Strip of 10 Tablets,BLISTO4,STRIPOF10TABLETS
1183,Blisto Trio 1 - Strip of 10 Tablets,BLISTOTRIO1,STRIPOF10TABLETS
1184,Blisto Trio 2 - Strip of 10 Tablets,BLISTOTRIO2,STRIPOF10TABLETS
1185,Blisto-1 - Strip of 10 Tablets,BLISTO1,STRIPOF10TABLETS
1186,Blisto-1MF - Strip of 10 Tablets,BLISTO1MF,STRIPOF10TABLETS
1187,Blisto-2 MF - Strip of 10 Tablets,BLISTO2MF,STRIPOF10TABLETS
1188,Blisto-4 MF - Strip of 10 Tablets,BLISTO4MF,STRIPOF10TABLETS
1189,B-LIV - Strip of 10 Tablets,BLIV,STRIPOF10TABLETS
1190,Bloateez - Strip of 10 Tablets,BLOATEEZ,STRIPOF10TABLETS
1191,Blocid 20 - Strip of 10 Tablets,BLOCID20,STRIPOF10TABLETS
1192,BLOFEN-OD 20MG ER - Strip of 10 Tablets,BLOFENOD20MGER,STRIPOF10TABLETS
1193,BLOMIG 10MG - Strip of 10 Tablets,BLOMIG10MG,STRIPOF10TABLETS
1194,B-Long 100mg - Strip of 10 Tablets,BLONG100MG,STRIPOF10TABLETS
1195,B-Long 100mg - Strip of 30 Tablets,BLONG100MG,STRIPOF30TABLETS
1196,B-LONG F - Strip of 30 Tablets,BLONGF,STRIPOF30TABLETS
1197,B-LONG F 100mg+5mg - Strip of 10 Tablets,BLONGF100MG+5MG,STRIPOF10TABLETS
1198,Blonitas 2 - Strip of 10 Tablets,BLONITAS2,STRIPOF10TABLETS
1199,Blonitas 4 - Strip of 10 Tablets,BLONITAS4,STRIPOF10TABLETS
1200,Blonitas 8 - Strip of 10 Tablets,BLONITAS8,STRIPOF10TABLETS
1201,Blood Set Romsons,BLOODSETROMSONS,
1202,Bloomglow - Tube of 20g Cream,BLOOMGLOW,TUBEOF20GCREAM
1203,Blowcid D - Strip of 10 Capsules,BLOWCIDD,STRIPOF10CAPSULES
1204,Blson 20 - Strip of 10 Tablets,BLSON20,STRIPOF10TABLETS
1205,Blson 20 - Strip of 10 Tablets,BLSON20,STRIPOF10TABLETS
1206,Blu Dye 0.06% - Bottle of 1ml Injection,BLUDYE0.06%,BOTTLEOF1MLINJECTION
1207,Blu Dye 0.06% - Vial of 1ml Injection,BLUDYE0.06%,VIALOF1MLINJECTION
1208,BLUDEC-SP - Strip of 10 Tablets,BLUDECSP,STRIPOF10TABLETS
1209,Bludrox 250 DT - Strip of 10 Tablets,BLUDROX250DT,STRIPOF10TABLETS
1210,Bludrox 500 mg - Strip of 10 Tablets,BLUDROX500MG,STRIPOF10TABLETS
1211,Blueject - Vial of 10ml Injection,BLUEJECT,VIALOF10MLINJECTION
1212,Blukof - Bottle Of 100 Ml Syrup,BLUKOF,BOTTLEOF100MLSYRUP
1213,Blumeta - Strip of 15 Tablets,BLUMETA,STRIPOF15TABLETS
1214,Blumeta 25 - Strip of 15 Tablets,BLUMETA25,STRIPOF15TABLETS
1215,Blumox 250 DT- Strip of 15 Tablets,BLUMOX250DT,STRIPOF15TABLETS
1216,Blumox CA 228.5 mg - Bottle of 30 ml Dry Syrup,BLUMOXCA228.5MG,BOTTLEOF30MLDRYSYRUP
1217,Blumox CA 375 mg - Strip of 10 Tablets,BLUMOXCA375MG,STRIPOF10TABLETS
1218,Blumox CA 625 mg- Strip of 10 Tablets,BLUMOXCA625MG,STRIPOF10TABLETS
1219,BLUMOX CA 625mg - Strip of 6 Tablets,BLUMOXCA625MG,STRIPOF6TABLETS
1220,Blumox-500 - Strip of 10 Capsules,BLUMOX500,STRIPOF10CAPSULES
1221,Blumox-500 - Strip of 15 Capsules,BLUMOX500,STRIPOF15CAPSULES
1222,BLUMOX-CA 1000 MG /200 - Vial of 20 ML Injection,BLUMOXCA1000MG/200,VIALOF20MLINJECTION
1223,Blumox-Plus - Strip of 10 Capsules,BLUMOXPLUS,STRIPOF10CAPSULES
1224,Blumox-Plus - Strip of 15 Capsules,BLUMOXPLUS,STRIPOF15CAPSULES
1225,Bluvit D3 800IU - Bottle of 30ml Drops,BLUVITD3800IU,BOTTLEOF30MLDROPS
1226,Bluvit D3 Granules - Sachet of 1 gm Powder,BLUVITD3GRANULES,SACHETOF1GMPOWDER
1227,BLUVIT-CZ CHEW - Strip of 15 Tablets,BLUVITCZCHEW,STRIPOF15TABLETS
1228,Blynds AC SPF 30+ Sunscreen - Tube of 50g Gel,BLYNDSACSPF30+SUNSCREEN,TUBEOF50GGEL
1229,BLYNDS SPF 40+ PA+++ - Tube of 50g Emulgel,BLYNDSSPF40+PA+++,TUBEOF50GEMULGEL
1230,BMA - Strip of 10 Capsules,BMA,STRIPOF10CAPSULES
1231,BMD - Strip of 10 Tablets,BMD,STRIPOF10TABLETS
1232,BMD PREG - Strip of 10 Tablets,BMDPREG,STRIPOF10TABLETS
1233,BMD Rise Nasal Spray 6 ml - Bottle of 1 Spray,BMDRISENASALSPRAY6ML,BOTTLEOF1SPRAY
1234,BMD-HEAL - Strip of 10 Tablets,BMDHEAL,STRIPOF10TABLETS
1235,Bmg-Gold Softgel - Strip of 10 Capsules,BMGGOLDSOFTGEL,STRIPOF10CAPSULES
1236,BMP FORTE - Strip of 10 Tablets,BMPFORTE,STRIPOF10TABLETS
1237,B-N-C - Bottle of 200 ml Syrup,BNC,BOTTLEOF200MLSYRUP
1238,BOLAX 5MG - Strip of 10 Tablets,BOLAX5MG,STRIPOF10TABLETS
1239,BOLOFEN XL-10 - Strip of 10 Capsules,BOLOFENXL10,STRIPOF10CAPSULES
1240,BOLSTRAN 150 MG - Vial of 2ml Injection,BOLSTRAN150MG,VIALOF2MLINJECTION
1241,BOMBAST - Strip of 10 Tablets,BOMBAST,STRIPOF10TABLETS
1242,BON AQUA - Strip of 15 Tablets,BONAQUA,STRIPOF15TABLETS
1243,Bon DK 60K - Strip of 4 Capsules,BONDK60K,STRIPOF4CAPSULES
1244,Bon DK Shot - Bottle of 4X5 ml Solution,BONDKSHOT,BOTTLEOF4X5MLSOLUTION
1245,Bon DK Shot - Bottle of 5ml Solution,BONDKSHOT,BOTTLEOF5MLSOLUTION
1246,Bon K2 HD - Strip of 10 Tablets,BONK2HD,STRIPOF10TABLETS
1247,BON NXT - Strip of 15 Tablets,BONNXT,STRIPOF15TABLETS
1248,Bonabona - Strip of 10 Capsules,BONABONA,STRIPOF10CAPSULES
1249,Bonabond - Strip of 10 Capsules,BONABOND,STRIPOF10CAPSULES
1250,Bonact - Strip of 10 Capsules,BONACT,STRIPOF10CAPSULES
1251,Bonagen - Strip of 10 Tablets,BONAGEN,STRIPOF10TABLETS
1252,Bonami Plus - Strip of 10 Tablets,BONAMIPLUS,STRIPOF10TABLETS
1253,Boncal Forte - Strip of 15 Tablets,BONCALFORTE,STRIPOF15TABLETS
1254,Bondense Cc - Strip of 10 Tablets,BONDENSECC,STRIPOF10TABLETS
1255,BONDFLEX-SP - Strip of 10 Tablets,BONDFLEXSP,STRIPOF10TABLETS
1256,Bone C Plus - Strip of 15 Capsules,BONECPLUS,STRIPOF15CAPSULES
1257,BONE -GD - Strip of 10 Tablets,BONEGD,STRIPOF10TABLETS
1258,BONE K2 - Strip of 10 Tablets,BONEK2,STRIPOF10TABLETS
1259,Bonebase - Strip of 10 Capsules,BONEBASE,STRIPOF10CAPSULES
1260,Bonebase - Strip of 10 Capsules,BONEBASE,STRIPOF10CAPSULES
1261,BONEBASE F 40 - Strip of 10 Capsules,BONEBASEF40,STRIPOF10CAPSULES
1262,Bonebase F-40 - Strip of 10 Capsules,BONEBASEF40,STRIPOF10CAPSULES
1263,BONEBASE K2 - Strip of 10 Capsules,BONEBASEK2,STRIPOF10CAPSULES
1264,Bonebase Milk - Strip of 15 Tablets,BONEBASEMILK,STRIPOF15TABLETS
1265,Bonebase Plus - Strip of 15 Capsules,BONEBASEPLUS,STRIPOF15CAPSULES
1266,Bonebase-D3 - Strip of 15 Tablets,BONEBASED3,STRIPOF15TABLETS
1267,Bone-C Plus - Strip of 15 Capsules,BONECPLUS,STRIPOF15CAPSULES
1268,Bonecraft - Bottle of 30 Tablets,BONECRAFT,BOTTLEOF30TABLETS
1269,Bonediet Plus - Strip of 10 Tablets,BONEDIETPLUS,STRIPOF10TABLETS
1270,Bonediet Plus - Strip of 10 Tablets,BONEDIETPLUS,STRIPOF10TABLETS
1271,Bonefix - Strip of 15 Tablets,BONEFIX,STRIPOF15TABLETS
1272,Boneform - Strip of 10 Tablets,BONEFORM,STRIPOF10TABLETS
1273,Bonegrace - Strip of 10 Tablets,BONEGRACE,STRIPOF10TABLETS
1274,Bonemac-D3 - Strip of 10 Tablets,BONEMACD3,STRIPOF10TABLETS
1275,Bonemac-XT - Strip of 10 Tablets,BONEMACXT,STRIPOF10TABLETS
1276,BONEO - Strip of 10 Tablets,BONEO,STRIPOF10TABLETS
1277,Boneo Frac - Strip of 10 Tablets,BONEOFRAC,STRIPOF10TABLETS
1278,Boneshine 2K - Strip of 1 Capsules,BONESHINE2K,STRIPOF1CAPSULES
1279,Bonestat - Strip of 15 Capsules,BONESTAT,STRIPOF15CAPSULES
1280,Bonestat C2 - Strip of 10 Tablets,BONESTATC2,STRIPOF10TABLETS
1281,Bonestat Frac - Strip of 15 Tablets,BONESTATFRAC,STRIPOF15TABLETS
1282,Bonestat K2 - Strip of 15 Capsules,BONESTATK2,STRIPOF15CAPSULES
1283,BONESTAT STRONG - Strip of 15 Tablets,BONESTATSTRONG,STRIPOF15TABLETS
1284,BONEUS PLUS SOFTGEL - Strip of 10 Capsules,BONEUSPLUSSOFTGEL,STRIPOF10CAPSULES
1285,BONEVA PRO - Strip of 10 Tablets,BONEVAPRO,STRIPOF10TABLETS
1286,Bonevault - Strip of 10 Tablets,BONEVAULT,STRIPOF10TABLETS
1287,Bonfast - Strip of 10 Capsules,BONFAST,STRIPOF10CAPSULES
1288,Bonfixs - Strip of 10 Tablets,BONFIXS,STRIPOF10TABLETS
1289,Bonheal 750 - Strip of 10 Capsules,BONHEAL750,STRIPOF10CAPSULES
1290,Bonical E Forte - Strip of 10 Tablets,BONICALEFORTE,STRIPOF10TABLETS
1291,Bonical-C - Strip of 10 Tablets,BONICALC,STRIPOF10TABLETS
1292,Bonical-C - Strip of 10 Tablets,BONICALC,STRIPOF10TABLETS
1293,Bonical-E-Forte - Strip of 10 Tablets,BONICALEFORTE,STRIPOF10TABLETS
1294,Bonion - Strip of 1 Capsules,BONION,STRIPOF1CAPSULES
1295,BONION 500mg - Strip of 60 Capsules,BONION500MG,STRIPOF60CAPSULES
1296,BONISTA - Pack of 1 Delivery Device PEN,BONISTA,PACKOF1DELIVERYDEVICEPEN
1297,BONISTA 250mg - Vial of 3ml CARTRIDGE,BONISTA250MG,VIALOF3MLCARTRIDGE
1298,Bonista Cartridge - Vial of 3ml Injection,BONISTACARTRIDGE,VIALOF3MLINJECTION
1299,Bonitar 100 - Strip of 10 Tablets,BONITAR100,STRIPOF10TABLETS
1300,Bonitar 100 - Strip of 10 Tablets,BONITAR100,STRIPOF10TABLETS
1301,Bonjo Plus Veg - Strip of 10 Capsules,BONJOPLUSVEG,STRIPOF10CAPSULES
1302,Bon-K2 - Strip of 10 Tablets,BONK2,STRIPOF10TABLETS
1303,Bonlink - Bottle of 200ml Suspension,BONLINK,BOTTLEOF200MLSUSPENSION
1304,BONMAC SOFTGEL - Strip of 10 Capsules,BONMACSOFTGEL,STRIPOF10CAPSULES
1305,Bonmax D3 - Strip of 4 Capsules,BONMAXD3,STRIPOF4CAPSULES
1306,Bonmax Pth 750Mcg/ - Ampoule of 3ml Injection,BONMAXPTH750MCG/,AMPOULEOF3MLINJECTION
1307,BONMAX PTH CARTRIDGE 100IU - Vial of 3ml Injection,BONMAXPTHCARTRIDGE100IU,VIALOF3MLINJECTION
1308,Bonmin K2 - Strip of 10 Tablets,BONMINK2,STRIPOF10TABLETS
1309,Bonmin K2 - Strip of 10 Tablets,BONMINK2,STRIPOF10TABLETS
1310,Bonnisan - Bottle of 200 ml Syrup,BONNISAN,BOTTLEOF200MLSYRUP
1311,Bonocal - Strip of 10 Capsules,BONOCAL,STRIPOF10CAPSULES
1312,BONRICH CT - Strip of 10 Tablets,BONRICHCT,STRIPOF10TABLETS
1313,Bonsaid - Strip of 10 Tablets,BONSAID,STRIPOF10TABLETS
1314,Bonsalic - Strip of 10 Tablets,BONSALIC,STRIPOF10TABLETS
1315,Bonserum Pro - Strip of 10 Tablets,BONSERUMPRO,STRIPOF10TABLETS
1316,Bonshine 60K Soft Gel - Strip of 4 Capsules,BONSHINE60KSOFTGEL,STRIPOF4CAPSULES
1317,Bonsorb - Strip of 10 Tablets,BONSORB,STRIPOF10TABLETS
1318,BONSTER - Pack of 30 Tablets,BONSTER,PACKOF30TABLETS
1319,Bontas 60K - Strip of 4 Tablets,BONTAS60K,STRIPOF4TABLETS
1320,BONTIPLUS XT - Strip of 15 Tablets,BONTIPLUSXT,STRIPOF15TABLETS
1321,Bontress - Bottle of 150ml Shampoo,BONTRESS,BOTTLEOF150MLSHAMPOO
1322,Bontress Pea Sprout Extract - Tube of 60 g Hair Conditioner,BONTRESSPEASPROUTEXTRACT,TUBEOF60GHAIRCONDITIONER
1323,Bontress Pro - Bottle of 60ml Hair Serum,BONTRESSPRO,BOTTLEOF60MLHAIRSERUM
1324,Bonultra - Strip of 10 Tablets,BONULTRA,STRIPOF10TABLETS
1325,Bonultra-Plus Softgel - Strip of 10 Capsules,BONULTRAPLUSSOFTGEL,STRIPOF10CAPSULES
1326,Bonydil Green Apple Flavour - Bottle of 30 Chewable Tablets,BONYDILGREENAPPLEFLAVOUR,BOTTLEOF30CHEWABLETABLETS
1327,Bonydil Green Apple Flavour - Strip of 30 Chewable Tablets,BONYDILGREENAPPLEFLAVOUR,STRIPOF30CHEWABLETABLETS
1328,Bonysera - Strip of 10 Capsules,BONYSERA,STRIPOF10CAPSULES
1329,Boomcal Plus - Strip of 10 Tablets,BOOMCALPLUS,STRIPOF10TABLETS
1330,Boomcal-Olive - Strip of 10 Tablets,BOOMCALOLIVE,STRIPOF10TABLETS
1331,Booncal M - Strip of 10 Softgel Capsules,BOONCALM,STRIPOF10SOFTGELCAPSULES
1332,Booncal M - Strip of 10 Softgel Capsules,BOONCALM,STRIPOF10SOFTGELCAPSULES
1333,Boostrix - Prefilled Syringe of 0.5Ml Injection,BOOSTRIX,PREFILLEDSYRINGEOF0.5MLINJECTION
1334,Boostrix Vaccine - Vial of 0.5ml Injection,BOOSTRIXVACCINE,VIALOF0.5MLINJECTION
1335,Boostrix Vaccine - Vial of 0.5ml Injection,BOOSTRIXVACCINE,VIALOF0.5MLINJECTION
1336,Borax Glycerin - Bottle of 20g Glycerin,BORAXGLYCERIN,BOTTLEOF20GGLYCERIN
1337,Borax Glycerin - Bottle of 50g Glycerin,BORAXGLYCERIN,BOTTLEOF50GGLYCERIN
1338,Boric Acid - Pack of 100 gm Powder,BORICACID,PACKOF100GMPOWDER
1339,Boric Acid - Pack of 200g Powder,BORICACID,PACKOF200GPOWDER
1340,Boric Acid - Pack of 200g Powder,BORICACID,PACKOF200GPOWDER
1341,Boric Acid - Pack of 50g Powder,BORICACID,PACKOF50GPOWDER
1342,Boric Acid 25g - Pack of 25g Powder,BORICACID25G,PACKOF25GPOWDER
1343,Boric Acid 400 gm,BORICACID400GM,
1344,BORNCAL PLUS - Strip of 10 Capsules,BORNCALPLUS,STRIPOF10CAPSULES
1345,Borncal-D3 - Strip of 2 Chewable Tablets,BORNCALD3,STRIPOF2CHEWABLETABLETS
1346,Boroline - Tube of 20 gm Antiseptic Ayurvedic Cream,BOROLINE,TUBEOF20GMANTISEPTICAYURVEDICCREAM
1347,Bortenat - Vial of 2Mg Infusion,BORTENAT,VIALOF2MGINFUSION
1348,Borviz - Vial of 2 mg Injection,BORVIZ,VIALOF2MGINJECTION
1349,Bosentas 125 - Strip of 10 Tablets,BOSENTAS125,STRIPOF10TABLETS
1350,Bosentas 125 - Strip of 10 Tablets,BOSENTAS125,STRIPOF10TABLETS
1351,Bosentas 62.5 - Strip of 10 Tablets,BOSENTAS62.5,STRIPOF10TABLETS
1352,Bosicart - Strip of 10 Tablets,BOSICART,STRIPOF10TABLETS
1353,BOSS - Bottle of 200ml Syrup,BOSS,BOTTLEOF200MLSYRUP
1354,Boss - Pack of 200g Powder,BOSS,PACKOF200GPOWDER
1355,Botanica 3D - Bottle of 30 Ml Serum,BOTANICA3D,BOTTLEOF30MLSERUM
1356,Botanica -Tube of 50 G Cream,BOTANICA,TUBEOF50GCREAM
1357,Botas 1.5% - Bottle of 5ml Opthalmic Solution,BOTAS1.5%,BOTTLEOF5MLOPTHALMICSOLUTION
1358,Botroclot - Bottle of 10ml Solution,BOTROCLOT,BOTTLEOF10MLSOLUTION
1359,Botropase - Ampoule of 1 ml Injection,BOTROPASE,AMPOULEOF1MLINJECTION
1360,Botropase - Ampoule of 5x1ml Injection,BOTROPASE,AMPOULEOF5X1MLINJECTION
1361,Botropase - Ampule of 2ml Injection,BOTROPASE,AMPULEOF2MLINJECTION
1362,Botrostat 250mg - Strip of 10 Tablets,BOTROSTAT250MG,STRIPOF10TABLETS
1363,Bouquet M - Strip of 10 Tablets,BOUQUETM,STRIPOF10TABLETS
1364,BOVOSE 0.3MG - Strip of 10 Tablets,BOVOSE0.3MG,STRIPOF10TABLETS
1365,Bowlonex - Strip of 10 Capsules,BOWLONEX,STRIPOF10CAPSULES
1366,Bowmuv Aam Panna - Sachet of 3x2g Powder,BOWMUVAAMPANNA,SACHETOF3X2GPOWDER
1367,Bowmuv Pineapple Flavour - Sachet of 7x1g Powder,BOWMUVPINEAPPLEFLAVOUR,SACHETOF7X1GPOWDER
1368,B-Oze - Tube of 5g Cream,BOZE,TUBEOF5GCREAM
1369,BP Free AM - Strip of 10 Tablets,BPFREEAM,STRIPOF10TABLETS
1370,Bp Loc XL 50 - Strip of 10 Tablets,BPLOCXL50,STRIPOF10TABLETS
1371,Bpcure H - Strip of 10 Tablets,BPCUREH,STRIPOF10TABLETS
1372,BP-LOC R 25/2.5MG - Strip of 10 Tablets,BPLOCR25/2.5MG,STRIPOF10TABLETS
1373,BP-Loc R 50/5 - Strip of 10 Tablets,BPLOCR50/5,STRIPOF10TABLETS
1374,Bpride-2SR - Strip of 10 Tablets,BPRIDE2SR,STRIPOF10TABLETS
1375,Bpros-T - Bottle of 5ml Ophthalmic Solution,BPROST,BOTTLEOF5MLOPHTHALMICSOLUTION
1376,B-Protin Chocolate - Bottle of 500Gm Nutritional Powder,BPROTINCHOCOLATE,BOTTLEOF500GMNUTRITIONALPOWDER
1377,B-Protin Chocolate Flavour - Bottle of 200 gm Nutritional Powder,BPROTINCHOCOLATEFLAVOUR,BOTTLEOF200GMNUTRITIONALPOWDER
1378,B-Protin Chocolate Flavour - Bottle of 500gm Nutritional Powder,BPROTINCHOCOLATEFLAVOUR,BOTTLEOF500GMNUTRITIONALPOWDER
1379,B-Protin Mango - Bottle of 500g Powder,BPROTINMANGO,BOTTLEOF500GPOWDER
1380,BPZIDE 12.5MG - Strip of 10 Tablets,BPZIDE12.5MG,STRIPOF10TABLETS
1381,BRACE 100MG - Strip of 10 Capsules,BRACE100MG,STRIPOF10CAPSULES
1382,Bracia - Bottle of 10g Granules,BRACIA,BOTTLEOF10GGRANULES
1383,BRAG - Bottle of 5 ml Eye Drops,BRAG,BOTTLEOF5MLEYEDROPS
1384,Brain DHA - Bottle of 100ml Suspension,BRAINDHA,BOTTLEOF100MLSUSPENSION
1385,Brain DHA - Strip of 10 Capsules,BRAINDHA,STRIPOF10CAPSULES
1386,Brain IQ - Bottle of 150 ml Syrup,BRAINIQ,BOTTLEOF150MLSYRUP
1387,Brain Up Pineapple Flavour - Bottle of 150ml Suspension,BRAINUPPINEAPPLEFLAVOUR,BOTTLEOF150MLSUSPENSION
1388,Braineed 100 - Bottle of 200ml Syrup,BRAINEED100,BOTTLEOF200MLSYRUP
1389,Brainfol 1mg - Strip of 10 Tablets,BRAINFOL1MG,STRIPOF10TABLETS
1390,BRAINFOL PLUS - Strip of 10 Tablets,BRAINFOLPLUS,STRIPOF10TABLETS
1391,Braingate Gold - Strip of 10 Tablets,BRAINGATEGOLD,STRIPOF10TABLETS
1392,BRAINGATES - Strip of 10 Capsules,BRAINGATES,STRIPOF10CAPSULES
1393,BRAINGATES FORTE - Strip of 10 Tablets,BRAINGATESFORTE,STRIPOF10TABLETS
1394,BRAINGATES RICH - Strip of 10 Tablets,BRAINGATESRICH,STRIPOF10TABLETS
1395,Braingis - Strip of 10 Tablets,BRAINGIS,STRIPOF10TABLETS
1396,Brainiest - Bottle of 150 ml Syrup,BRAINIEST,BOTTLEOF150MLSYRUP
1397,BRAINIEST-IQ - Strip of 10 Tablets,BRAINIESTIQ,STRIPOF10TABLETS
1398,Brainmax Omega 3 - Bottle of 150 ml Liquid,BRAINMAXOMEGA3,BOTTLEOF150MLLIQUID
1399,Brainset 60 - Strip of 10 Tablets,BRAINSET60,STRIPOF10TABLETS
1400,Brainwell Mango - Bottle of 150ml Syrup,BRAINWELLMANGO,BOTTLEOF150MLSYRUP
1401,Brakke - Strip of 10 Tablets,BRAKKE,STRIPOF10TABLETS
1402,Bravia 20 - Strip of 10 Tablets,BRAVIA20,STRIPOF10TABLETS
1403,BRAVIA -D - Strip of 10 Tablets,BRAVIAD,STRIPOF10TABLETS
1404,Bravia DSR - Strip of 10 Capsules,BRAVIADSR,STRIPOF10CAPSULES
1405,BRAVIA LS - Strip of 10 Capsules,BRAVIALS,STRIPOF10CAPSULES
1406,Bravia-IT - Strip of 10 Capsules,BRAVIAIT,STRIPOF10CAPSULES
1407,Bravofer - Strip of 10 Tablets,BRAVOFER,STRIPOF10TABLETS
1408,Brawn Silverspoon - Bottle of 350 gm Powder,BRAWNSILVERSPOON,BOTTLEOF350GMPOWDER
1409,Breact New Elaichi Flavour - Pack of 200g Protein Powder,BREACTNEWELAICHIFLAVOUR,PACKOF200GPROTEINPOWDER
1410,Breact New Elaichi Flavour Protien - Pack of 200g Powder,BREACTNEWELAICHIFLAVOURPROTIEN,PACKOF200GPOWDER
1411,Breakfix - Strip of 15 Tablets,BREAKFIX,STRIPOF15TABLETS
1412,BREATHCARE - Strip of 10 Capsules,BREATHCARE,STRIPOF10CAPSULES
1413,Breaze L Kid Tablet 10's,BREAZELKIDTABLET10'S,
1414,Breaze-L 10Mg/5Mg - Strip of 10 Tablets,BREAZEL10MG/5MG,STRIPOF10TABLETS
1415,Brent-LS - Bottle of 5ml Eye Drops,BRENTLS,BOTTLEOF5MLEYEDROPS
1416,Bresol - Bottle of 10 Ml Nose Solution,BRESOL,BOTTLEOF10MLNOSESOLUTION
1417,Bresol - Bottle of 100 ml Syrup,BRESOL,BOTTLEOF100MLSYRUP
1418,Bresol - Bottle of 200 Ml Syrup,BRESOL,BOTTLEOF200MLSYRUP
1419,Bresol - Bottle of 60 Tablets,BRESOL,BOTTLEOF60TABLETS
1420,Brevipil - Bottle of 200ml Oral Solution,BREVIPIL,BOTTLEOF200MLORALSOLUTION
1421,BREVIPIL 100 - Strip of 10 Tablets,BREVIPIL100,STRIPOF10TABLETS
1422,BREVIPIL 10MG - Vial of 5 ml Injection,BREVIPIL10MG,VIALOF5MLINJECTION
1423,BREVIPIL 25 - Strip of 10 Tablets,BREVIPIL25,STRIPOF10TABLETS
1424,Brevipil 50 - Strip of 10 Tablets,BREVIPIL50,STRIPOF10TABLETS
1425,BREVIPIL 75 - Strip of 10 Tablets,BREVIPIL75,STRIPOF10TABLETS
1426,BREVOXYL - Tube of 20 gm Cream,BREVOXYL,TUBEOF20GMCREAM
1427,Brevoxyl - Tube of 50 gm Cleanser,BREVOXYL,TUBEOF50GMCLEANSER
1428,Brglip-Met 50/500 - Strip of 15 Tablets,BRGLIPMET50/500,STRIPOF15TABLETS
1429,BRICAL-D3 60K SOFTGEL - Strip of 4 Capsules,BRICALD360KSOFTGEL,STRIPOF4CAPSULES
1430,BRICAL-K2 - Pack of 30 Tablets,BRICALK2,PACKOF30TABLETS
1431,Bricarex A - Bottle of 100Ml Syrup,BRICAREXA,BOTTLEOF100MLSYRUP
1432,Bricarex D Orange Suspension 100 ml - Bottle of 1 Suspension,BRICAREXDORANGESUSPENSION100ML,BOTTLEOF1SUSPENSION
1433,Bricarex LS - Bottle of 100 ml Expectorant,BRICAREXLS,BOTTLEOF100MLEXPECTORANT
1434,Bricarex LS Plus - Bottle of 100ml Syrup,BRICAREXLSPLUS,BOTTLEOF100MLSYRUP
1435,BRICAREX-DX - Bottle of 100ml Syrup,BRICAREXDX,BOTTLEOF100MLSYRUP
1436,Bricarex-DX Junior - Bottle of 100ml Syrup,BRICAREXDXJUNIOR,BOTTLEOF100MLSYRUP
1437,Bricet 10 - Strip of 10 Tablets,BRICET10,STRIPOF10TABLETS
1438,BRICET 100 - Strip of 10 Tablets,BRICET100,STRIPOF10TABLETS
1439,Bricet 25 - Strip of 10 Tablets,BRICET25,STRIPOF10TABLETS
1440,BRICET 50 - Strip of 10 Tablets,BRICET50,STRIPOF10TABLETS
1441,Bricet 75 - Strip of 10 Tablets,BRICET75,STRIPOF10TABLETS
1442,B-Rich - Strip of 10 Capsules,BRICH,STRIPOF10CAPSULES
1443,B-Rich Gold - Strip of 10 Capsules,BRICHGOLD,STRIPOF10CAPSULES
1444,Bricoll - Sachet of 11g Powder,BRICOLL,SACHETOF11GPOWDER
1445,Brifol-Plus - Strip of 10 Tablets,BRIFOLPLUS,STRIPOF10TABLETS
1446,Brigrel - Strip of 10 Tablets,BRIGREL,STRIPOF10TABLETS
